Text,Sentiment,Timestamp
ลบคลิปไปเหอะ,neg,5/19/2022 21:16:26
ลบคลิปไปเหอะโง่ขนาดนี้,neg,5/19/2022 21:16:43
นัดต่อยกับกุก้อได้นะ,neg,5/19/2022 21:16:57
ว่าเขาไว้เยอะ,neg,5/19/2022 21:17:03
ยังไม่เลิกทำนาบนหลังคนอีกหรอ,neg,5/19/2022 21:17:09
แรกๆก็ด่าหลังๆชมไอลิ้นสองแฉก,neg,5/19/2022 21:17:20
ลิ้นสองแฉก,neg,5/19/2022 21:17:26
ช่องนี้แนะนำให้กด เลิกแนะนำช่อง  จะได้ไม่ขึ้นมาหน้าจอ,neg,5/19/2022 21:17:39
วิเคราะห์ได้เเย่มาก เเน่จริงลงเล่นเองเลย อยากเห็นจริงๆ,neg,5/19/2022 21:18:11
วิเคราะห์เอ๋อๆ มาดูปัจจุบันน้า555 ทำเป็นอ่านเม้นท์เเต่ไม่ตอบสงสัยหน้าเเตก,neg,5/19/2022 21:18:40
เอ๋อไปป่าวน้อง,neg,5/19/2022 21:18:47
เอ๋อเกินวิเคราะห์เป็นปะเนี้ย,neg,5/19/2022 21:18:59
เอ๋อ,neg,5/19/2022 21:19:03
ทำนาบนหลังคน,neg,5/19/2022 21:19:11
ไม่พ้นการทำคลิปแบบปลิงๆ,neg,5/19/2022 21:19:21
ปลิง,neg,5/19/2022 21:19:26
ยังไม่ปิดช่องอีกหรอ,neg,5/19/2022 21:19:32
ปิดช่องไปได้ละ ขยะเกิน,neg,5/19/2022 21:19:42
กูดูคลิปมึงแล้วกูเหนื่อยวะ,neg,5/19/2022 21:19:50
กูเหนื่อยกับคลิปมึงมากเลย,neg,5/19/2022 21:19:59
มั่ว,neg,5/19/2022 21:20:14
เน้นมั่ว,neg,5/19/2022 21:20:25
เดามั่ว,neg,5/19/2022 21:20:30
มั่นชิปหายมุงเนี้ย,neg,5/19/2022 21:20:41
มั่นหน้าชิบหายมึงเนี้ย,neg,5/19/2022 21:20:51
มุง,neg,5/19/2022 21:20:57
เก่งตายแหละอย่างอ่อนเลย,neg,5/19/2022 21:21:25
เหมืองเก่งตายแหละขนาดกูไม่เก่งกูยังไม่ด่าเลยกูอยากเห็นมึงแข่งงวะ,neg,5/19/2022 21:21:32
รู้ดีจัด   เหมือนดูครูสอนเด็กอนุบาล,neg,5/19/2022 21:23:11
เหมือนเด็กอนุบาลเลย,neg,5/19/2022 21:23:53
เล่นเหมือนเด็กอนุบาล,neg,5/19/2022 21:24:03
ยังกะเด็กอนุบาลพูด,neg,5/19/2022 21:24:12
มหาเทพปอซ่า เล่นอ่อนเกิน,neg,5/19/2022 21:25:36
จากตำนานกลายเป็นขยะ,neg,5/19/2022 21:25:48
เด็กอนุบาลเล่น,neg,5/19/2022 21:25:54
ปอช้ามั่วจัดๆๆๆผมว่า,neg,5/19/2022 21:26:01
มึงถ่ายหนังหน้ามึงลงด้วยดิแอด,neg,5/19/2022 21:26:10
ผิดหวังวะ,neg,5/19/2022 21:26:18
ทีมลาบๆ,neg,5/19/2022 21:26:25
ชุดไหนๆก้อโปกเหมือนกัน,neg,5/19/2022 21:26:41
โปก,neg,5/19/2022 21:26:45
เล่นโปกมาก,neg,5/19/2022 21:26:52
ไอ้ดูดคลิปแชแนลเอ้ยยย,neg,5/19/2022 21:27:50
ดูดคลิป,neg,5/19/2022 21:27:56
​ขอบคุณ,pos,5/19/2022 22:09:54
เล่นดีมากๆเลย ไอดอลเลยครับ,pos,5/19/2022 22:10:08
พี่นี่ไอดอลผมเลย,pos,5/19/2022 22:10:15
ปกแต่ละคริปฮาๆปั่นๆทั้งนั้น สุดจริงๆคนๆนี้,pos,5/19/2022 22:10:58
ปกคลิปเดิ๋ยวนี้มันพัฒนานะ 55555555555,pos,5/19/2022 22:11:24
ดาบดำก็รีเลือดได้ครับ,neu,5/19/2022 22:12:25
อายากะดาบดำก็เพิ่มเลือดค่ะ,neu,5/19/2022 22:12:41
เล่นพริ้วมากๆเลยครับ,pos,5/19/2022 22:12:51
พริ้วไหว,pos,5/19/2022 22:12:56
มาแล้วจ้า,neu,5/19/2022 22:16:11
โหดเกินท่านมิก,pos,5/20/2022 0:45:03
ทำอีกๆ ครับชอบๆ ยิ่งตอนแทรกภาพ อีกคนชอบมากๆ ทำของ หมูหวาน หน่อยครับๆ ^^,pos,5/20/2022 0:46:46
ย้อนดูหลายรอบเลยฮาดี,pos,5/20/2022 0:46:56
คอมที่พี่ใช้สตรีมราคาประมาณเท่าไรครับ,neu,5/20/2022 0:47:21
อย่างชอบเลยคับ,pos,5/20/2022 0:48:07
ฟิกเกอร์โยก55555,neu,5/20/2022 0:48:31
